FID,u,v,key,osmid,highway,oneway,length,name,lanes,bridge,ref,tunnel,junction,maxspeed,id,source,target,FID_1,id_1,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,fill_ratio,highway_1,drop
1018,2039563302.000000000000000,2039561240.000000000000000,0.000000000000000,824612658,tertiary,False,225.834000000000003,双建路, , , , , , ,1562.000000000000000,2039563302.000000000000000,2039561240.000000000000000,1562,1562.000000000000000,8.638102903920000,10.241354121900001,9.270274831649999,10.096811111099999,0.000000000000000,7.284967741940000,8.468775000000001,9.777042550510000,11.142150881899999,10.818618333300000,6.922887500000000,7.992744270730000,7.213783328550000,8.283533617110001,7.558884407260000,10.397081940900000,7.040608039430000,6.073499456900000,5.229553226920000,5.623525608000000,5.460560191970000,6.693594798670000,7.573043045400000,8.827178113350000,0.958333333333000,tertiary,1
1019,2039563302.000000000000000,1457834346.000000000000000,0.000000000000000,824612658,tertiary,False,212.007000000000005,双建路, , , , , , ,1563.000000000000000,2039563302.000000000000000,1457834346.000000000000000,1563,1563.000000000000000,8.109572669369999,8.546860112650000,9.254273809520001,8.833625000000000,5.300175000000000,8.022205960010000,10.353176231599999,6.757455321760000,7.563397029970000,7.306943886990000,8.059190346539999,8.520424524399999,7.434544299550000,8.424322535450001,8.493080682990000,8.699845931640001,8.140325511750000,6.892875239440000,6.118625414660000,6.474809536550000,6.398388700420000,7.773682119500000,7.065633567770000,9.541717162699999,1.000000000000000,tertiary,1
1020,2041314661.000000000000000,2041527417.000000000000000,0.000000000000000,184296332,tertiary,False,49.595999999999997,虹波路, , , , , , ,1564.000000000000000,2041314661.000000000000000,2041527417.000000000000000,1564,1564.000000000000000,13.225600000000000,13.225600000000000,15.154333333300000,8.266000000000000,9.092599999999999,12.398999999999999,12.398999999999999,13.432250000000000,11.227983333299999,13.156716666700000,12.814486772500000,10.718549450499999,12.023272727300000,11.249218045099999,12.727015872999999,11.404496875000000,11.611761904800000,9.845724444440000,12.226791666700001,10.440276644000001,10.146109803900000,11.507568627500000,12.707334920599999,9.053238095239999,1.000000000000000,tertiary,1
1021,2041314661.000000000000000,2041527384.000000000000000,0.000000000000000,"[184296332, 698906806, 698906807]",tertiary,False,89.744000000000000,虹波路, ,yes, , , , ,1565.000000000000000,2041314661.000000000000000,2041527384.000000000000000,1565,1565.000000000000000,22.436000000000000,0.000000000000000,0.000000000000000,9.971555555560000,0.000000000000000,14.957333333299999,13.710888888900000,11.766435555599999,9.779794871789999,9.551884087840000,10.320560000000000,8.903174603169999,11.396063492100000,11.444626262600000,10.683809523800001,8.751306090680000,11.799674074100000,12.256703703700000,9.971555555560000,8.642927960930001,9.472977777780001,15.580555555600000,12.028188888900001,17.450222222200001,0.875000000000000,tertiary,1
1022,2041337799.000000000000000,3979164227.000000000000000,0.000000000000000,878452055,primary,True,97.734000000000009,府青路二段, , , , , , ,1568.000000000000000,2041337799.000000000000000,3979164227.000000000000000,1568,1568.000000000000000,11.465393176299999,11.817509803900000,4.937100138450000,10.942801811600001,11.155056249999999,12.669222222200000,13.722248484800000,10.478661695100000,7.247914454450000,9.017518397070001,8.692973355090000,8.852752443460000,8.601323933140000,9.265871939020000,8.600536106680000,8.138059448910001,8.171791818950000,7.186202089830000,6.385994476790000,7.643338640640000,8.459369990180001,9.741580425260000,10.151046735200000,11.933320124400000,1.000000000000000,primary,1
1023,2041337974.000000000000000,1964309339.000000000000000,0.000000000000000,641188913,secondary,True,314.567000000000007,建设北路二段, , , , , , ,1573.000000000000000,2041337974.000000000000000,1964309339.000000000000000,1573,1573.000000000000000,16.638760563000002,15.973919712500001,15.401580233000001,18.376220370399999,17.257495138900001,21.480848379600001,16.826837936499999,14.361184278200000,13.908660934600000,13.563702842900000,14.006382313200000,14.217859783100000,14.674383846300000,13.646749315699999,13.647658828899999,13.812733998500001,13.577578704100000,9.896615891490001,9.255549629420001,10.480430439599999,11.346422505400000,12.939478558799999,13.728687708300001,15.268794720500001,1.000000000000000,secondary,1
1024,2041337982.000000000000000,2041337799.000000000000000,0.000000000000000,878452055,primary,True,80.900999999999996,府青路二段, , , , , , ,1575.000000000000000,2041337982.000000000000000,2041337799.000000000000000,1575,1575.000000000000000,14.143461402600000,14.757504887200000,15.512098648600000,12.494710000000000,14.981666666700001,15.730750000000000,14.913568181800001,11.999528790099999,9.978577198190001,10.172030075500000,11.387639762399999,10.153479725600000,11.114674344899999,10.568194872099999,9.541667759490000,9.591873151330001,9.213208450180000,8.346476170740001,7.918638050090000,9.537997796379999,10.176048885600000,10.717366851500000,11.139170995100001,14.311434210500000,1.000000000000000,primary,1
1025,2041522384.000000000000000,5529818258.000000000000000,0.000000000000000,280715485,secondary,False,83.718999999999994,建设南三路, , , , , , ,1579.000000000000000,2041522384.000000000000000,5529818258.000000000000000,1579,1579.000000000000000,11.460200888899999,11.572678892300001,13.895028472200000,13.177990740700000,16.743800000000000,9.302111111109999,21.704925925900000,9.922251851850000,9.767216666670000,10.922270420400000,8.996654883160000,9.817070833160001,10.370131275700000,11.041067664000000,10.297836973300001,10.309839814800000,9.532502340630000,8.322744195649999,8.393940425309999,8.492510999529999,8.821778885580001,9.364003826919999,10.777237230100001,12.357603845800000,1.000000000000000,secondary,1
1026,2041522384.000000000000000,1964394673.000000000000000,0.000000000000000,"[576557649, 549786044, 280715485]",secondary,False,59.174999999999997,"['建设南三路', '建设南二路', '建设南路']", ,yes, , , , ,1580.000000000000000,2041522384.000000000000000,1964394673.000000000000000,1580,1580.000000000000000,11.057954545499999,14.089285714300001,11.095312500000000,19.725000000000001,6.575000000000000,13.150000000000000,15.779999999999999,11.003277649799999,8.033684130730000,8.091925614419999,10.099926535300000,10.891926843300000,11.501218112200000,10.700945293300000,10.072915962700000,10.511781250000000,8.542730189729999,8.206338010200000,7.838003826530000,7.763783482140000,8.109166666669999,10.765068181800000,12.083910714300000,12.979754464299999,1.000000000000000,secondary,1
1027,2041527384.000000000000000,1987271096.000000000000000,0.000000000000000,698906806,tertiary,False,70.837999999999994,虹波路, , , , , , ,1581.000000000000000,2041527384.000000000000000,1987271096.000000000000000,1581,1581.000000000000000,5.809465608470000,0.000000000000000,0.000000000000000,7.083800000000000,0.000000000000000,6.887027777780000,8.002070370369999,5.173048391520000,3.579444824070000,3.699548865540000,2.250424324540000,3.379898574160000,7.240597946490000,4.362376097860000,1.575223352500000,3.549566450220000,3.864855242450000,4.097403573930000,5.145968690130000,2.208714136140000,4.448763285020000,1.711955320590000,2.368195958210000,11.068437500000000,0.875000000000000,tertiary,1
1028,2041527384.000000000000000,2041314661.000000000000000,0.000000000000000,"[184296332, 698906806, 698906807]",tertiary,False,89.744000000000000,虹波路, ,yes, , , , ,1583.000000000000000,2041527384.000000000000000,2041314661.000000000000000,1583,1583.000000000000000,11.841222222200001,12.215155555600001,10.387037037000001,14.957333333299999,11.396063492100000,12.464444444400000,9.053122807019999,11.841222222200001,11.716577777800000,11.112480893600001,11.092473461000001,12.509769696999999,14.167918518500001,12.215155555600001,12.030898550700000,12.276488536200000,11.218000000000000,9.021115828270000,10.563616666700000,10.894248196200000,9.401752380950001,12.523100653600000,10.944056166099999,10.906388888900000,1.000000000000000,tertiary,1
1029,2041527417.000000000000000,2041314661.000000000000000,0.000000000000000,184296332,tertiary,False,49.595999999999997,虹波路, , , , , , ,1591.000000000000000,2041527417.000000000000000,2041314661.000000000000000,1591,1591.000000000000000,10.653955555600000,0.000000000000000,0.000000000000000,12.398999999999999,0.000000000000000,11.021333333299999,8.266000000000000,13.225600000000000,8.521852380950000,12.989428571400000,10.791722222200001,9.599931216930001,13.948874999999999,11.465049350599999,9.988083333330000,7.347555555560000,10.562111111100000,10.332500000000000,11.021333333299999,9.446857142860001,16.532000000000000,11.203671568600001,11.742968254000001,9.368133333330000,0.875000000000000,tertiary,1
1030,2041527417.000000000000000,1159230552.000000000000000,0.000000000000000,184296332,tertiary,False,214.715000000000003,虹波路, , , , , , ,1592.000000000000000,2041527417.000000000000000,1159230552.000000000000000,1592,1592.000000000000000,12.286469444400000,11.809324999999999,11.928611111100000,11.928611111100000,11.614700292400000,12.548279220800000,13.320282407400001,12.290729662700000,10.020884227100000,9.511380531670000,11.159405037499999,10.233288851899999,12.615926322800000,10.042336828900000,10.183442614800001,11.653243137500001,9.743727749430001,9.338914802790001,8.973854444460001,9.482858540760001,9.909851994889999,10.021410373600000,11.023354396300000,10.977162367700000,1.000000000000000,tertiary,1
1031,2041527427.000000000000000,5484804454.000000000000000,0.000000000000000,574533200,secondary,False,166.075999999999993,三友路, , , , , , ,1597.000000000000000,2041527427.000000000000000,5484804454.000000000000000,1597,1597.000000000000000,7.201581704730000,5.252937276710000,5.219131945340000,6.961999953270000,8.426819259260000,9.325299206350000,6.994668440030000,8.971052864820001,8.904494006649999,9.010463890470000,7.629253343230000,6.070629796110000,6.952961791850000,5.362715388610000,8.475947353010000,6.892424590480000,4.750270114660000,5.918022185960000,5.735322900070000,5.650997548220000,5.229839590730000,4.094949014140000,6.092568579890000,6.723307514700000,1.000000000000000,secondary,1
1032,2041527427.000000000000000,1947583851.000000000000000,0.000000000000000,"[574533200, 574533196, 132637302]",secondary,False,240.049000000000007,"['太升路沙河桥', '三友路']", ,yes, , , , ,1599.000000000000000,2041527427.000000000000000,1947583851.000000000000000,1599,1599.000000000000000,9.247919477510001,11.469007777800000,11.669048611099999,8.335034722220000,11.057345782800001,9.446372685189999,10.002041666700000,5.410371592210000,4.750656494640000,5.933855953270000,6.655525819950000,8.167458201450000,7.109085751000000,6.349874158760000,6.700917759870000,5.769272205520000,6.037506693210000,7.532428332960000,4.243001384760000,4.150186306300000,5.789449831970000,5.574109960390000,7.095981702560000,7.404088620110000,1.000000000000000,secondary,1
1033,2041527437.000000000000000,7699919339.000000000000000,0.000000000000000,824606802,tertiary,True,163.610999999999990,高车二路, , , , , , ,1605.000000000000000,2041527437.000000000000000,7699919339.000000000000000,1605,1605.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
1034,2041527471.000000000000000,2041527475.000000000000000,0.000000000000000,193627049,tertiary,False,171.786000000000001,高车三路, , , , , , ,1608.000000000000000,2041527471.000000000000000,2041527475.000000000000000,1608,1608.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
1035,2041527471.000000000000000,1458565268.000000000000000,0.000000000000000,193627049,tertiary,False,196.514000000000010,高车三路, , , , , , ,1609.000000000000000,2041527471.000000000000000,1458565268.000000000000000,1609,1609.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,32.752333333300001,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.041666666666700,tertiary,1
1036,2041527475.000000000000000,6563055854.000000000000000,0.000000000000000,193627049,tertiary,False,195.774000000000001,高车三路, , , , , , ,1612.000000000000000,2041527475.000000000000000,6563055854.000000000000000,1612,1612.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
1037,2041527475.000000000000000,2041527471.000000000000000,0.000000000000000,193627049,tertiary,False,171.786000000000001,高车三路, , , , , , ,1613.000000000000000,2041527475.000000000000000,2041527471.000000000000000,1613,1613.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
1038,2041530098.000000000000000,1947583849.000000000000000,0.000000000000000,184296352,tertiary,False,97.100999999999999,泰宏路, , , , , , ,1614.000000000000000,2041530098.000000000000000,1947583849.000000000000000,1614,1614.000000000000000,7.282575000000000,6.092611764710000,13.871571428599999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.596333333330000,11.020192857100000,5.473676569410000,6.473400000000000,6.805369230770000,8.459556818179999,6.723858928570000,7.196753409090000,6.653216666670000,6.338537500000000,6.743125000000000,11.390101428600000,5.904937563030000,6.113766666670000,8.091749999999999,4.623857142860000,6.473400000000000,0.833333333333000,tertiary,1
1039,2041530098.000000000000000,1947584145.000000000000000,0.000000000000000,184296352,tertiary,False,90.087999999999994,泰宏路, , , , , , ,1615.000000000000000,2041530098.000000000000000,1947584145.000000000000000,1615,1615.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.741473684210000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15.014666666700000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.083333333333300,tertiary,1
1040,2041530108.000000000000000,288416379.000000000000000,0.000000000000000,184255152,primary,True,251.706999999999994,解放路一段,3, , , , , ,1618.000000000000000,2041530108.000000000000000,288416379.000000000000000,1618,1618.000000000000000,7.755407241430000,7.792325634680000,10.320173814500000,8.310127150880000,8.934721237490001,7.718122673970000,11.722856310399999,9.341456985480001,9.198170963750000,8.906960292759999,9.474815358330000,10.477456766500000,10.415418766800000,10.208514115900000,9.333903633969999,10.004264251100000,10.441055749900000,9.778835157140000,10.424713554300000,10.435407245300000,10.988895504300000,10.404191513200001,9.625534017000000,9.893313772380001,1.000000000000000,primary,1
1041,2041531471.000000000000000,1159483888.000000000000000,0.000000000000000,677205572,tertiary,False,62.462000000000003,星辉西路, , , , , , ,1619.000000000000000,2041531471.000000000000000,1159483888.000000000000000,1619,1619.000000000000000,13.880444444400000,8.096925925930000,8.675277777780000,0.000000000000000,7.287233333330000,9.253629629630000,0.000000000000000,9.311464814810000,7.977289714290000,7.166613423840000,7.043624523010000,6.081104428730000,8.449720555560001,7.201857583770000,6.944728860030000,5.815002761340000,6.148702212870000,7.358285700730000,7.862926348780000,8.154250800650001,6.861294204790000,7.335489934870000,7.497366724500000,6.056921212120000,0.916666666667000,tertiary,1
1042,2041531471.000000000000000,2823785861.000000000000000,0.000000000000000,"[677205572, 677205573, 193627591]",tertiary,False,104.814999999999998,星辉西路, ,yes, , , , ,1621.000000000000000,2041531471.000000000000000,2823785861.000000000000000,1621,1621.000000000000000,7.112446428570000,9.643332912460000,6.405361111110000,9.566448412700000,11.646111111100000,8.249328703700000,8.734583333330001,7.170037087910000,6.359110913330000,6.151184736040000,6.320929018780000,5.555268312400000,6.183944454450000,7.374817073680000,5.886459901020000,6.708845222200000,5.726575374620000,6.670155762850000,6.420292022790000,7.492575251470000,7.673955357140000,7.132074221560000,6.121251346870000,6.691007923850000,1.000000000000000,tertiary,1
1043,2041531475.000000000000000,6224263423.000000000000000,0.000000000000000,633404167,secondary,True,442.069000000000017,大安西路, , , , , , ,1624.000000000000000,2041531475.000000000000000,6224263423.000000000000000,1624,1624.000000000000000,10.221343531900001,10.307674555700000,9.358996111170001,11.516864941100000,11.110199735400000,10.291944574500000,9.598798315790001,9.443035308720001,7.821249957970000,8.595432195510000,7.565223517300000,9.912197889740000,10.353188406499999,8.593803230070000,8.336544516129999,9.846382901600000,10.390469484700001,8.611713614679999,10.338981240100001,9.670430057620001,8.943796889650001,8.304439242430000,9.090575860620000,9.650080692410000,1.000000000000000,secondary,1
1044,2041532105.000000000000000,1958204223.000000000000000,0.000000000000000,576653612,tertiary,False,197.540999999999997,玉皇观街, , , , , , ,1626.000000000000000,2041532105.000000000000000,1958204223.000000000000000,1626,1626.000000000000000,10.396894736800000,10.383565384600001,0.000000000000000,6.584700000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.230874999999999,15.965284523799999,12.193888888900000,9.537363095240000,6.449823297970000,0.000000000000000,5.986090909090000,8.132888392860000,10.281634485200000,8.230874999999999,5.328778812420000,8.884060030650000,4.197376252730000,5.474872744360000,2.219561797750000,8.291844444440001,9.406714285710001,0.791666666667000,tertiary,1
1045,2041532105.000000000000000,5529709294.000000000000000,0.000000000000000,576653616,tertiary,False,192.930000000000007,五世同堂街, , , , , , ,1627.000000000000000,2041532105.000000000000000,5529709294.000000000000000,1627,1627.000000000000000,7.145555555560000,9.254300334170001,7.145555555560000,21.436666666699999,8.336481481480000,0.000000000000000,12.862000000000000,11.152170634899999,4.911877751840000,9.518406395260000,6.353102022980000,7.245041440830000,5.218236041410000,6.644567403490000,6.987487205390000,6.174492877490000,6.639135848280000,6.145779391900000,5.443246666580000,5.914773019290000,5.307886625260000,6.150281746030000,8.271417783610000,10.718333333300000,0.958333333333000,tertiary,1
1046,2041532105.000000000000000,3034376760.000000000000000,0.000000000000000,576653621,tertiary,False,133.187999999999988,城隍庙街, , , , , , ,1628.000000000000000,2041532105.000000000000000,3034376760.000000000000000,1628,1628.000000000000000,10.482388888899999,7.014747923000000,0.000000000000000,5.496647619050000,11.099000000000000,0.000000000000000,0.000000000000000,9.161079365080001,8.645023296700000,7.184920833330000,6.067190712810000,7.566021611720000,4.275170370370000,5.537006045010000,7.775398351650000,7.955154526430000,5.994276252990000,5.915605818980000,6.201746428570000,7.438746754170000,4.817512601050000,6.256800992060000,7.136399707770000,8.456380952380000,0.875000000000000,tertiary,1
1047,2041535225.000000000000000,3034330085.000000000000000,0.000000000000000,299440759,secondary,True,192.550999999999988,岳府街, , , , , , ,1629.000000000000000,2041535225.000000000000000,3034330085.000000000000000,1629,1629.000000000000000,24.128304321000002,13.478569999999999,16.304665755799999,16.045916666699998,16.045916666699998,24.960314814800000,10.429845833300000,12.864742127900000,11.531383292899999,12.924156430600000,14.945956743300000,12.870291425800000,12.193761609099999,13.198760914899999,12.628314102999999,12.602631215200001,11.173800296600000,9.290249475290000,12.605334819899999,11.894809028299999,11.185290253300000,13.779297977800001,11.614526714900000,12.750528164400000,1.000000000000000,secondary,1
1048,2041535225.000000000000000,6356151550.000000000000000,0.000000000000000,576538055,tertiary,True,6.915000000000000,双栅子街, , , , , , ,1630.000000000000000,2041535225.000000000000000,6356151550.000000000000000,1630,1630.000000000000000,1.569947415330000,2.305000000000000,1.049070512820000,1.581862745100000,1.152500000000000,2.208958333330000,2.305000000000000,1.999828218240000,1.579552360170000,1.459323733650000,1.707214863590000,1.708981309530000,1.423685024900000,1.759605663280000,1.771982501270000,1.506894895160000,1.481936321770000,1.374784393390000,1.542587999890000,1.248738037430000,1.698300234650000,1.563518496500000,1.618960408610000,1.565896248360000,1.000000000000000,tertiary,1
1049,2118898633.000000000000000,5500903990.000000000000000,0.000000000000000,572592933,tertiary,False,9.683999999999999,双沙东路, , , , , , ,1631.000000000000000,2118898633.000000000000000,5500903990.000000000000000,1631,1631.000000000000000,1.076000000000000,3.228000000000000,3.228000000000000,3.228000000000000,0.000000000000000,0.000000000000000,2.152000000000000,2.322366666670000,2.559342857140000,1.964660714290000,2.286500000000000,2.481973333330000,2.152000000000000,2.695380000000000,2.641090909090000,1.978644444440000,2.467253393670000,2.509172222220000,2.685730158730000,2.392882223040000,2.274971428570000,2.421000000000000,2.622750000000000,1.990600000000000,0.916666666667000,tertiary,1
1050,2118898633.000000000000000,1072698526.000000000000000,0.000000000000000,673295801,secondary,True,145.556000000000012,韦家碾四路, , , , , , ,1632.000000000000000,2118898633.000000000000000,1072698526.000000000000000,1632,1632.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.851866666670000,0.000000000000000,4.851866666670000,0.000000000000000,4.410787878790000,0.000000000000000,16.172888888900001,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.166666666667000,secondary,1
1051,2118898633.000000000000000,2118898662.000000000000000,0.000000000000000,572592933,tertiary,False,584.953999999999951,双沙东路, , , , , , ,1633.000000000000000,2118898633.000000000000000,2118898662.000000000000000,1633,1633.000000000000000,10.377335200699999,9.394359070589999,0.000000000000000,13.927476190500000,0.000000000000000,10.832481481500000,10.166312834199999,11.809891928400001,8.779367185680000,9.625405131650000,12.567225440800000,9.922507925950001,10.148963304300000,9.998877460350000,9.546205784570001,9.508886058660000,8.703235248710000,8.452174227630000,8.160288423820001,9.238813127909999,10.284945525500000,9.494256527319999,10.982885349000000,11.036428936600000,0.916666666667000,tertiary,1
1052,2118898646.000000000000000,2118909749.000000000000000,0.000000000000000,137129174,primary,True,226.448000000000008,中环路双荆路段,3, ,中环路, , , ,1634.000000000000000,2118898646.000000000000000,2118909749.000000000000000,1634,1634.000000000000000,9.753957271180001,9.517024531020001,8.161742402810001,8.907403968250000,10.630067099600000,15.096533333300000,9.434713607010000,10.876630463800000,6.071175754580000,5.160569591250000,5.998794929480000,6.963795621290000,5.560628507830000,5.521124175910000,6.056930407240000,7.448551166950000,5.437427460470000,8.833187717450000,8.878776426760000,8.719439713160000,8.491122269430001,8.749603290230000,10.567392269799999,9.193941100560000,1.000000000000000,primary,1
1053,2118898662.000000000000000,2118909751.000000000000000,0.000000000000000,572592933,tertiary,False,241.096000000000004,双沙东路, , , , , , ,1637.000000000000000,2118898662.000000000000000,2118909751.000000000000000,1637,1637.000000000000000,9.285910364150000,9.150192443090001,0.000000000000000,16.073066666700001,0.000000000000000,8.036533333330000,9.041100000000000,8.226066536259999,7.905532428080000,9.852225085610000,9.892856871219999,9.582719071450001,9.758513810629999,9.246614616210000,9.207674710690000,8.721533713259999,8.375649476260000,7.425324133400000,7.501109733050000,8.458611422420001,9.522425873020000,10.919661410500000,10.390390592699999,10.347664822800001,0.916666666667000,tertiary,1
1054,2118898662.000000000000000,2118898633.000000000000000,0.000000000000000,572592933,tertiary,False,584.953999999999951,双沙东路, , , , , , ,1638.000000000000000,2118898662.000000000000000,2118898633.000000000000000,1638,1638.000000000000000,14.998820512800000,13.146999263900000,12.998977777800000,17.725878787900001,0.000000000000000,0.000000000000000,10.609459803900000,9.260125114990000,8.234684041450000,8.982835829450000,9.347660425110000,9.533742483159999,11.140268709500001,9.653941475990001,10.120511438299999,9.468338626450000,8.271638854300001,8.342914843280001,7.441593249230000,8.364578552299999,9.679703806730000,10.410729835100000,10.441948583200000,10.854048412899999,0.916666666667000,tertiary,1
1055,2118909749.000000000000000,1504189455.000000000000000,0.000000000000000,570290397,tertiary,False,14.887000000000000,沙荆路, , , , , , ,1639.000000000000000,2118909749.000000000000000,1504189455.000000000000000,1639,1639.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.107876811594000,2.638487016910000,3.647527065530000,3.721750000000000,4.217983333330000,4.962333333330000,4.135277777780000,4.962333333330000,2.611754385960000,3.544523809520000,3.721750000000000,3.514986111110000,2.457536507940000,3.859592592590000,7.443500000000000,4.962333333330000,1.654111111110000,0.708333333333000,tertiary,1
1056,2118909749.000000000000000,2118909751.000000000000000,0.000000000000000,570290397,tertiary,False,136.365000000000009,沙荆路, , , , , , ,1640.000000000000000,2118909749.000000000000000,2118909751.000000000000000,1640,1640.000000000000000,9.821526785710001,7.575833333330000,11.363750000000000,5.681875000000000,9.090999999999999,0.000000000000000,9.090999999999999,6.777729206910000,6.002772473140000,6.904382167540000,8.124479993390000,8.816271978020000,7.991827752980000,8.726863963290000,7.129878255070000,10.343331632700000,6.879578174600000,8.900315759640000,8.017958176370000,8.339975829729999,7.723788558690000,10.530408333300000,7.425519179890000,8.387529761900000,0.958333333333000,tertiary,1
1057,2118909749.000000000000000,1072698631.000000000000000,0.000000000000000,137129174,primary,True,431.975999999999999,中环路双荆路段,3, ,中环路, , , ,1641.000000000000000,2118909749.000000000000000,1072698631.000000000000000,1641,1641.000000000000000,8.653768767470000,17.674342712800001,9.285512367000001,10.290048330699999,10.226968972200000,10.085877794300000,8.040066082390000,11.436152251899999,9.506028077780000,10.710185060000001,10.970205687400000,8.559234675140001,10.258807198300000,9.634675670469999,10.639967853800000,9.288830990919999,9.967370053280000,10.977690031300000,10.762231290600001,10.479909416300000,9.468626173180001,10.322443533900000,9.816334608060000,11.745318628400000,1.000000000000000,primary,1
1058,2118909751.000000000000000,2118909749.000000000000000,0.000000000000000,570290397,tertiary,False,136.365000000000009,沙荆路, , , , , , ,1642.000000000000000,2118909751.000000000000000,2118909749.000000000000000,1642,1642.000000000000000,4.545500000000000,4.509424603170000,6.493571428570000,0.000000000000000,0.000000000000000,6.493571428570000,7.792285714290000,5.350102365580000,2.268278940530000,3.760894526870000,4.052191824370000,4.735631762250000,6.268100198410000,4.795827770870000,5.306516182280000,6.904086739650000,5.255923235420000,5.018033038720000,5.011854847900000,5.980084246180000,5.351444511230000,4.936062024840000,4.861535402180000,4.277744312980000,0.916666666667000,tertiary,1
1059,2118909751.000000000000000,2118910086.000000000000000,0.000000000000000,572592933,tertiary,False,98.876999999999995,双沙东路, , , , , , ,1643.000000000000000,2118909751.000000000000000,2118910086.000000000000000,1643,1643.000000000000000,9.005464141410000,8.108960317459999,7.847380952380000,16.479500000000002,5.493166666670000,0.000000000000000,10.986333333299999,10.332384920599999,10.196690625000000,9.024488095240001,10.087451515200000,9.895960401000000,12.601970588200000,9.689946000000001,9.847009876540000,10.599314772700000,8.433626470589999,8.680963157890000,10.909312742499999,8.636735154060000,9.363882117599999,8.476243240870000,9.322494008260000,11.360447778199999,0.958333333333000,tertiary,1
1060,2118909751.000000000000000,2118898662.000000000000000,0.000000000000000,572592933,tertiary,False,241.096000000000004,双沙东路, , , , , , ,1644.000000000000000,2118909751.000000000000000,2118898662.000000000000000,1644,1644.000000000000000,10.045666666700001,12.118582010600001,11.480761904800000,11.480761904800000,0.000000000000000,0.000000000000000,8.675803030300001,10.031742078700001,9.726794960719999,9.321826642840000,11.222065638100000,12.363134232400000,10.718921222800001,10.320488562700000,9.466913842289999,10.536534469699999,8.078226673590001,11.925870075900001,8.013420970950000,8.252228053200000,9.284631313129999,24.623721661099999,9.640450186850000,17.938690476200001,0.916666666667000,tertiary,1
