FID,u,v,key,osmid,highway,oneway,length,name,lanes,bridge,ref,tunnel,junction,maxspeed,id,source,target,FID_1,id_1,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,fill_ratio,highway_1,drop
3302,7622274285.000000000000000,7804260669.000000000000000,0.000000000000000,673295819,secondary,True,220.389999999999986, ,3, , , , ,40,6848.000000000000000,7622274285.000000000000000,7804260669.000000000000000,6848,6848.000000000000000,12.062497942400000,12.417867224600000,12.081365839900000,13.060148148100000,13.701494709000000,12.626510416700000,12.455727601400000,10.692297828199999,10.774211522800000,11.480725614800001,12.076738511900000,12.420277165400000,11.906216840600001,12.087535817199999,11.775196967799999,13.071643544000001,12.272712789200000,12.196994782599999,12.382355288099999,11.027975985599999,11.779723483900000,12.586504622500000,12.064503990800000,13.522937996000000,1.000000000000000,secondary,1
3303,7622274286.000000000000000,7622274300.000000000000000,0.000000000000000,655376391,secondary,True,86.147000000000006, ,3, , , , ,40,6849.000000000000000,7622274286.000000000000000,7622274300.000000000000000,6849,6849.000000000000000,14.096416199800000,16.918447671199999,16.124074735400001,22.972533333299999,25.126208333299999,14.494574603200000,15.739230934300000,18.535356168000000,15.489045305699999,15.163251200700000,17.129333830299998,17.185793532100000,18.670657546000001,17.107753893900000,15.613212961700000,16.299297059099999,15.300014034100000,16.418085862700000,15.290451988999999,15.458844049900000,15.586040955200000,16.762546640099998,17.077589994000000,17.965440962500001,1.000000000000000,secondary,1
3304,7622274286.000000000000000,7894143866.000000000000000,0.000000000000000,816141200,secondary,True,304.140000000000043, , , , , , , ,6850.000000000000000,7622274286.000000000000000,7894143866.000000000000000,6850,6850.000000000000000,14.026153409100001,8.422732323230001,8.123397435899999,11.264444444400000,6.823653846150000,5.808229166670000,0.000000000000000,7.899919538520000,4.861247419660000,7.003639226810000,4.046410146950000,6.581655465900000,8.164255492790000,8.098238714920001,4.657027985060000,7.213672942150000,6.338434839910000,4.378309109730000,3.906727365610000,5.135143318010000,5.319552858510000,6.625775815820000,5.450707498460000,8.251227069010000,0.958333333333000,secondary,1
3305,7622274300.000000000000000,2331442703.000000000000000,0.000000000000000,655376391,secondary,True,314.105999999999995, ,3, , , , ,40,6851.000000000000000,7622274300.000000000000000,2331442703.000000000000000,6851,6851.000000000000000,16.330203069500001,14.756010245100001,15.746525581200000,15.177954761900001,17.470014160400002,12.576473699299999,16.836597751500001,14.886112441000000,15.453626837000000,13.702315844099999,14.856923291199999,15.473887816300000,15.414528727600000,14.909821254300001,14.579440143699999,14.893867659400000,14.434912818400001,13.739815355299999,13.628492991300000,14.645113866999999,14.044107572900000,14.916193335999999,16.035707254199998,14.653469377800000,1.000000000000000,secondary,1
3306,7622274312.000000000000000,3541376548.000000000000000,0.000000000000000,831647426,secondary,True,464.194000000000074,政通路, , ,S105, , , ,6854.000000000000000,7622274312.000000000000000,3541376548.000000000000000,6854,6854.000000000000000,10.000923172200000,11.681995251700000,8.439890909090000,0.000000000000000,15.473133333300000,0.000000000000000,9.670708333329999,13.510035602800000,11.281024307599999,9.528060075950000,11.266472166800000,10.512039866500000,10.127737914000001,9.830865385070000,11.496608092500001,10.660940968400000,11.010481699300000,9.729787285030000,10.637166858000001,10.451286799600000,10.336945508399999,10.289569504899999,10.449676155600001,10.552917516000001,0.916666666667000,secondary,1
3307,7622274316.000000000000000,1072704341.000000000000000,0.000000000000000,347928201,secondary,True,29.520000000000000,蓉北商贸大道二段, , , , , , ,6855.000000000000000,7622274316.000000000000000,1072704341.000000000000000,6855,6855.000000000000000,8.902857142860000,9.137142857140001,9.840000000000000,9.840000000000000,9.840000000000000,9.840000000000000,0.000000000000000,7.901818181820000,7.380000000000000,6.999818181820000,7.552631578950000,8.050909090910000,8.785714285710000,7.190769230770000,7.886470588240000,8.692000000000000,7.926666666670000,3.462802025070000,6.471722488040000,8.441684210529999,7.958823529410000,7.653333333330000,9.605714285710000,8.609999999999999,0.958333333333000,secondary,1
3308,7699723031.000000000000000,7699723035.000000000000000,0.000000000000000,824590066,tertiary,False,24.273000000000000, , , , , , , ,6863.000000000000000,7699723031.000000000000000,7699723035.000000000000000,6863,6863.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
3309,7699723031.000000000000000,6596797658.000000000000000,0.000000000000000,653702020,secondary,True,179.338999999999970,仙韵二路, , , , , , ,6864.000000000000000,7699723031.000000000000000,6596797658.000000000000000,6864,6864.000000000000000,5.434515151520000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.041666666666700,secondary,1
3310,7699723031.000000000000000,7699870797.000000000000000,0.000000000000000,824590066,tertiary,False,390.040999999999997, , , , , , , ,6865.000000000000000,7699723031.000000000000000,7699870797.000000000000000,6865,6865.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
3311,7699723035.000000000000000,7699723031.000000000000000,0.000000000000000,824590066,tertiary,False,24.273000000000000, , , , , , , ,6866.000000000000000,7699723035.000000000000000,7699723031.000000000000000,6866,6866.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
3312,7699723038.000000000000000,6596797655.000000000000000,0.000000000000000,"[895246320, 702467643, 702467644]",secondary,True,918.616999999999848, , , , ,yes, , ,6867.000000000000000,7699723038.000000000000000,6596797655.000000000000000,6867,6867.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,secondary,0
3313,7699723038.000000000000000,7699723035.000000000000000,0.000000000000000,920032542,secondary,True,169.280000000000001,仙韵二路, , , , , , ,6868.000000000000000,7699723038.000000000000000,7699723035.000000000000000,6868,6868.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.404444444439999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.404444444439999,11.285333333300001,0.000000000000000,0.000000000000000,0.000000000000000,0.125000000000000,secondary,1
3314,7699746878.000000000000000,6126119693.000000000000000,0.000000000000000,653702020,secondary,True,308.377999999999986,仙韵二路, , , , , , ,6869.000000000000000,7699746878.000000000000000,6126119693.000000000000000,6869,6869.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14.017181818199999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.344787878789999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.279266666700000,0.000000000000000,0.125000000000000,secondary,1
3315,7699746879.000000000000000,7699774764.000000000000000,0.000000000000000,702467642,secondary,True,359.571000000000026,仙韵二路, , , , , , ,6872.000000000000000,7699746879.000000000000000,7699774764.000000000000000,6872,6872.000000000000000,0.000000000000000,13.317444444400000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7.491062500000000,17.756592592600001,19.500543650800001,18.650824839700000,0.000000000000000,0.000000000000000,6.549328928570000,14.744313492100000,16.979741666700001,19.024920634899999,23.971399999999999,13.890131435400001,14.982125000000000,13.887277403800001,17.193772023800001,9.988083333330000,0.000000000000000,0.000000000000000,0.625000000000000,secondary,1
3316,7699746881.000000000000000,7699774756.000000000000000,0.000000000000000,824590067,secondary,True,230.549000000000007, , , , , , , ,6874.000000000000000,7699746881.000000000000000,7699774756.000000000000000,6874,6874.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,secondary,0
3317,7699774746.000000000000000,4978441007.000000000000000,0.000000000000000,508550194,primary,True,117.959000000000003,中环路八里庄路段, , , , , , ,6876.000000000000000,7699774746.000000000000000,4978441007.000000000000000,6876,6876.000000000000000,11.140572222199999,12.287395833300000,13.106555555600000,10.703687037000000,13.106555555600000,0.000000000000000,16.601637037000000,10.617603585600000,11.258124554700000,10.689001820700000,10.107445289799999,10.184328628099999,12.079875370400000,10.793952571200000,11.194206922499999,9.516295515870000,10.901125534200000,10.219136675600000,9.971642038260001,10.360444562000000,10.359822860200000,10.302177170500000,10.709435526300000,10.235595767200000,0.958333333333000,primary,1
3318,7699774746.000000000000000,7699870797.000000000000000,0.000000000000000,824590066,tertiary,False,234.746000000000009, , , , , , , ,6877.000000000000000,7699774746.000000000000000,7699870797.000000000000000,6877,6877.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.041444444400000,1.596911564630000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26.082888888900001,26.082888888900001,14.671625000000001,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.208333333333000,tertiary,1
3319,7699774756.000000000000000,7699774746.000000000000000,0.000000000000000,508550194,primary,True,352.101999999999975,中环路八里庄路段, , , , , , ,6878.000000000000000,7699774756.000000000000000,7699774746.000000000000000,6878,6878.000000000000000,10.720565945200001,11.605071260700001,12.016179365099999,8.495707298470000,13.273686507900001,0.000000000000000,15.509254761899999,8.829592032940001,9.849746344470001,9.937098474320001,10.459518530900000,9.268613073830000,9.981063356000000,8.925856714240000,9.064140035419999,10.171588410800000,8.642533235100000,8.383710478759999,9.246691848530000,11.303736996000000,8.742455054640001,9.838629998760000,10.390755844399999,12.722052782900001,0.958333333333000,primary,1
3320,7699774756.000000000000000,7699774757.000000000000000,0.000000000000000,824590067,secondary,True,16.251999999999999, , , , , , , ,6879.000000000000000,7699774756.000000000000000,7699774757.000000000000000,6879,6879.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.417333333330000,0.000000000000000,0.000000000000000,1.354333333330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.417333333330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.125000000000000,secondary,1
3321,7699774757.000000000000000,7699774760.000000000000000,0.000000000000000,508550193,primary,True,13.775000000000000,中环路八里庄路段, , ,中环路, , , ,6880.000000000000000,7699774757.000000000000000,7699774760.000000000000000,6880,6880.000000000000000,5.739583333330000,4.591666666670000,3.826388888890000,0.000000000000000,0.000000000000000,4.591666666670000,4.591666666670000,4.591666666670000,4.342119565220000,4.483742877490000,4.060487836440000,4.496419681380000,4.448177083330000,4.464120370370000,4.247291666670000,4.109951636900000,4.278598484850000,3.835530753970000,4.296488095240000,4.238651433690000,4.186519607840000,4.400347222220000,4.240914351850000,4.591666666670000,0.916666666667000,primary,1
3322,7699774759.000000000000000,7699774756.000000000000000,0.000000000000000,508550194,primary,True,13.769000000000000,中环路八里庄路段, , , , , , ,6881.000000000000000,7699774759.000000000000000,7699774756.000000000000000,6881,6881.000000000000000,4.589666666670000,4.589666666670000,4.589666666670000,4.589666666670000,4.589666666670000,3.442250000000000,0.000000000000000,4.302812500000000,4.291338333330000,4.589666666670000,3.901216666670000,4.085307692310000,4.455553030300000,4.360183333330000,4.717157407410000,5.130591666670000,4.239067129630000,4.015968382640000,4.436677777780000,4.143449074070000,4.374526041670000,4.413141025640000,4.334685185190000,4.589666666670000,0.958333333333000,primary,1
3323,7699774759.000000000000000,7699774763.000000000000000,0.000000000000000,824590068,secondary,True,460.712999999999965, , , , , , , ,6882.000000000000000,7699774759.000000000000000,7699774763.000000000000000,6882,6882.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.813153846200001,0.000000000000000,0.000000000000000,9.548966025640000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.238066666700000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.125000000000000,secondary,1
3324,7699774760.000000000000000,4978441006.000000000000000,0.000000000000000,508550193,primary,True,419.130999999999972,中环路八里庄路段, , ,中环路, , , ,6883.000000000000000,7699774760.000000000000000,4978441006.000000000000000,6883,6883.000000000000000,8.525841571870000,10.169832977100000,10.179874077999999,0.000000000000000,0.000000000000000,0.000000000000000,9.572258740600001,8.631975758210000,8.038006620390000,9.208465128169999,8.515344862090000,7.991382616710000,8.657129291400000,10.007577682499999,8.475746413400000,8.673126953640001,7.591542385280000,8.023223334870000,7.400803269900000,8.445358130620001,8.359298203710001,8.499900949810000,9.754592507870001,9.522962885920000,0.875000000000000,primary,1
3325,7699774760.000000000000000,7699774759.000000000000000,0.000000000000000,824590068,secondary,True,16.289999999999999, , , , , , , ,6884.000000000000000,7699774760.000000000000000,7699774759.000000000000000,6884,6884.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.715000000000000,0.905000000000000,0.000000000000000,2.986500000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.678750000000000,0.000000000000000,0.678750000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.208333333333000,secondary,1
3326,7699774763.000000000000000,7699774764.000000000000000,0.000000000000000,824590068,secondary,True,9.183999999999999, , , , , , , ,6885.000000000000000,7699774763.000000000000000,7699774764.000000000000000,6885,6885.000000000000000,1.530666666670000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.045691542288600,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.083333333333300,secondary,1
3327,7699774763.000000000000000,7699746878.000000000000000,0.000000000000000,653702020,secondary,True,359.588000000000022,仙韵二路, , , , , , ,6886.000000000000000,7699774763.000000000000000,7699746878.000000000000000,6886,6886.000000000000000,7.491416666670000,11.986266666700001,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.686922685199999,16.647592592599999,18.312351851900001,26.969100000000001,0.000000000000000,8.054013175230001,15.281733291200000,15.004176400800000,19.977111111100001,23.972533333299999,13.872993827200000,39.954222222200002,14.831491582500000,18.692868254000000,29.965666666699999,23.972533333299999,19.977111111100001,0.750000000000000,secondary,1
3328,7699774764.000000000000000,7699774768.000000000000000,0.000000000000000,702467642,secondary,True,11.252000000000001,仙韵二路, , , , , , ,6887.000000000000000,7699774764.000000000000000,7699774768.000000000000000,6887,6887.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.750666666670000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.041666666666700,secondary,1
3329,7699774767.000000000000000,7699774763.000000000000000,0.000000000000000,653702020,secondary,True,11.173999999999999,仙韵二路, , , , , , ,6889.000000000000000,7699774767.000000000000000,7699774763.000000000000000,6889,6889.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,secondary,0
3330,7699774767.000000000000000,7699746881.000000000000000,0.000000000000000,824590067,secondary,True,230.812999999999988, , , , , , , ,6890.000000000000000,7699774767.000000000000000,7699746881.000000000000000,6890,6890.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,secondary,0
3331,7699774768.000000000000000,7699774767.000000000000000,0.000000000000000,824590067,secondary,True,8.513999999999999, , , , , , , ,6891.000000000000000,7699774768.000000000000000,7699774767.000000000000000,6891,6891.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,secondary,0
3332,7699774768.000000000000000,7699723038.000000000000000,0.000000000000000,702467642,secondary,True,49.058000000000000,仙韵二路, , , , , , ,6892.000000000000000,7699774768.000000000000000,7699723038.000000000000000,6892,6892.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.811600000000000,16.352666666699999,0.000000000000000,20.440833333299999,0.000000000000000,0.000000000000000,0.000000000000000,12.264500000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.176333333330000,5.450888888890000,5.450888888890000,0.000000000000000,0.000000000000000,0.000000000000000,0.291666666667000,secondary,1
3333,7699778685.000000000000000,6463442227.000000000000000,0.000000000000000,281308246,tertiary,False,49.539000000000001,民兴四路, , , , , , ,6893.000000000000000,7699778685.000000000000000,6463442227.000000000000000,6893,6893.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.384750000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.041666666666700,tertiary,1
3334,7699778685.000000000000000,6463442223.000000000000000,0.000000000000000,281308246,tertiary,False,172.412000000000006,民兴四路, , , , , , ,6894.000000000000000,7699778685.000000000000000,6463442223.000000000000000,6894,6894.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
3335,7699778692.000000000000000,6126119693.000000000000000,0.000000000000000,824601494,tertiary,False,173.854000000000013,民兴二路, , , , , , ,6898.000000000000000,7699778692.000000000000000,6126119693.000000000000000,6898,6898.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,tertiary,0
